year,scope,zeros,measure,grouping,total,between,within,between_share,within_share,between_deleg_within_gov,residual,n_groups
1992,all,lit_only,theil_l,autonomous region,,,,,,,,0
1993,all,lit_only,theil_l,autonomous region,,,,,,,,0
1994,all,lit_only,theil_l,autonomous region,,,,,,,,0
1995,all,lit_only,theil_l,autonomous region,,,,,,,,0
1996,all,lit_only,theil_l,autonomous region,,,,,,,,0
1997,all,lit_only,theil_l,autonomous region,,,,,,,,0
1998,all,lit_only,theil_l,autonomous region,,,,,,,,0
1999,all,lit_only,theil_l,autonomous region,,,,,,,,0
2000,all,lit_only,theil_l,autonomous region,,,,,,,,0
2001,all,lit_only,theil_l,autonomous region,,,,,,,,0
2002,all,lit_only,theil_l,autonomous region,,,,,,,,0
2003,all,lit_only,theil_l,autonomous region,,,,,,,,0
2004,all,lit_only,theil_l,autonomous region,,,,,,,,0
2005,all,lit_only,theil_l,autonomous region,,,,,,,,0
2006,all,lit_only,theil_l,autonomous region,,,,,,,,0
2007,all,lit_only,theil_l,autonomous region,,,,,,,,0
2008,all,lit_only,theil_l,autonomous region,,,,,,,,0
2009,all,lit_only,theil_l,autonomous region,,,,,,,,0
2010,all,lit_only,theil_l,autonomous region,,,,,,,,0
2011,all,lit_only,theil_l,autonomous region,,,,,,,,0
2012,all,lit_only,theil_l,autonomous region,,,,,,,,0
2013,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
2014,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
2015,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
2016,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
2017,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
2018,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
2019,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
2020,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
2021,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
2022,all,lit_only,theil_l,autonomous region,0.1587192583809524,0.0,0.15871925838095247,0.0,1.0000000000000004,,5.551115123125783e-17,1
1992,all,zeros_included,theil_l,autonomous region,,,,,,,,0
1993,all,zeros_included,theil_l,autonomous region,,,,,,,,0
1994,all,zeros_included,theil_l,autonomous region,,,,,,,,0
1995,all,zeros_included,theil_l,autonomous region,,,,,,,,0
1996,all,zeros_included,theil_l,autonomous region,,,,,,,,0
1997,all,zeros_included,theil_l,autonomous region,,,,,,,,0
1998,all,zeros_included,theil_l,autonomous region,,,,,,,,0
1999,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2000,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2001,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2002,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2003,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2004,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2005,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2006,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2007,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2008,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2009,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2010,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2011,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2012,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2013,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2014,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2015,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2016,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2017,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2018,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2019,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2020,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2021,all,zeros_included,theil_l,autonomous region,,,,,,,,0
2022,all,zeros_included,theil_l,autonomous region,,,,,,,,0
1992,all,lit_only,theil_l,nested,,,,,,,,0
1993,all,lit_only,theil_l,nested,,,,,,,,0
1994,all,lit_only,theil_l,nested,,,,,,,,0
1995,all,lit_only,theil_l,nested,,,,,,,,0
1996,all,lit_only,theil_l,nested,,,,,,,,0
1997,all,lit_only,theil_l,nested,,,,,,,,0
1998,all,lit_only,theil_l,nested,,,,,,,,0
1999,all,lit_only,theil_l,nested,,,,,,,,0
2000,all,lit_only,theil_l,nested,,,,,,,,0
2001,all,lit_only,theil_l,nested,,,,,,,,0
2002,all,lit_only,theil_l,nested,,,,,,,,0
2003,all,lit_only,theil_l,nested,,,,,,,,0
2004,all,lit_only,theil_l,nested,,,,,,,,0
2005,all,lit_only,theil_l,nested,,,,,,,,0
2006,all,lit_only,theil_l,nested,,,,,,,,0
2007,all,lit_only,theil_l,nested,,,,,,,,0
2008,all,lit_only,theil_l,nested,,,,,,,,0
2009,all,lit_only,theil_l,nested,,,,,,,,0
2010,all,lit_only,theil_l,nested,,,,,,,,0
2011,all,lit_only,theil_l,nested,,,,,,,,0
